,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
332,Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good
333,USA,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good
334,Poland,Czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,Moderate
335,Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate
336,Pakistan,Dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,Unhealthy
337,France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good
338,USA,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate
339,Ghana,Begoro,105,Unhealthy(SG),2,Good,13,Good,2,Good,105,Unhealthy(SG)
340,China,Beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate
341,Brazil,Bela Cruz,45,Good,0,Good,22,Good,0,Good,45,Good
342,Bolivia,Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate
343,Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,Good
344,USA,Berwick,50,Good,1,Good,35,Good,5,Good,50,Good
345,India,Betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy
346,USA,Beverly,48,Good,1,Good,36,Good,5,Good,48,Good
347,Russia,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good
348,Bangladesh,Bhairab Bazar,132,Unhealthy(SG),3,Good,44,Good,4,Good,132,Unhealthy(SG)
349,Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy
350,India,Bhimavaram,124,Unhealthy(SG),1,Good,36,Good,1,Good,124,Unhealthy(SG)
351,India,Bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,Very Unhealthy
352,India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy
353,Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate
354,Brazil,Baiao,39,Good,1,Good,5,Good,0,Good,39,Good
355,Russia,Baksan,48,Good,1,Good,39,Good,1,Good,48,Good
356,Sudan,Bara,52,Moderate,2,Good,17,Good,0,Good,52,Moderate
357,Colombia,Baranoa,104,Unhealthy(SG),1,Good,16,Good,2,Good,104,Unhealthy(SG)
358,Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate
359,Iran,Bardsir,91,Moderate,1,Good,49,Good,0,Good,91,Moderate
360,India,Bari Sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,Unhealthy
361,Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,Good
362,Thailand,Nong Han,57,Moderate,0,Good,25,Good,0,Good,57,Moderate
363,Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good
364,USA,North Andrews Gardens,78,Moderate,1,Good,11,Good,12,Good,78,Moderate
365,USA,Northbridge,47,Good,1,Good,46,Good,2,Good,47,Good
366,UK,Norwich,29,Good,0,Good,29,Good,3,Good,18,Good
367,Serbia,Novi Becej,60,Moderate,1,Good,34,Good,1,Good,60,Moderate
368,Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,Good
369,Chile,Nueva Imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate
370,Panama,Nuevo Arraijan,67,Moderate,2,Good,20,Good,5,Good,67,Moderate
371,Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good
372,USA,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate
373,USA,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate
374,Ghana,Obuasi,81,Moderate,1,Good,18,Good,0,Good,81,Moderate
375,Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good
376,Germany,Oer Erkenschwick,34,Good,1,Good,34,Good,2,Good,27,Good
377,North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,Good
378,Japan,Okawa,41,Good,2,Good,36,Good,5,Good,41,Good
379,Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,Good
380,Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,Good
381,Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good
382,Japan,Omagari,35,Good,1,Good,35,Good,0,Good,15,Good
383,Netherlands,Oostburg,36,Good,1,Good,26,Good,3,Good,36,Good
384,USA,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate
385,USA,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate
386,Poland,Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good
387,Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate
388,Congo,Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate
389,Brazil,Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate
390,Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate
391,Kyrgyzstan,Ozgon,101,Unhealthy(SG),1,Good,60,Moderate,0,Good,101,Unhealthy(SG)
392,Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good
393,India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy
394,Mauritius,Pailles,30,Good,0,Good,28,Good,0,Good,30,Good
395,France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good
396,India,Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate
397,Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate
398,Indonesia,Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate
399,China,Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate
400,China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate
401,China,Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate
402,Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good
403,Brazil,Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate
404,Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good
405,USA,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate
406,USA,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate
407,USA,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good
408,Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good
409,India,Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate
410,USA,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good
411,Greece,Perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate
412,Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate
413,Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate
414,Thailand,Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,Good
415,Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
416,Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good
417,India,Phillaur,444,Hazardous,2,Good,111,Unhealthy(SG),1,Good,391,Hazardous
418,Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate
419,Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good
420,Russia,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good
421,UK,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate
422,Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good
423,Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good
424,Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good
425,Switzerland,Ruti,34,Good,1,Good,25,Good,2,Good,34,Good
426,Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good
427,Serbia,Sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate
428,Cuba,Sagua La Grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate
429,India,Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy
430,USA,Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate
431,USA,Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate
432,Canada,Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,Good
433,France,Saint Cyr Sur Loire,37,Good,1,Good,25,Good,2,Good,37,Good
434,Belgium,Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,Good
435,France,Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,Good
436,Saudi Arabia,Sakakah,122,Unhealthy(SG),1,Good,49,Good,0,Good,122,Unhealthy(SG)
437,Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good
438,UK,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate
439,India,Salon,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy
440,Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,Good
441,India,Sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy
442,Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,Good
443,Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good
444,Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good
445,USA,Prichard,28,Good,1,Good,22,Good,4,Good,28,Good
446,Canada,Prince George,21,Good,1,Good,21,Good,1,Good,13,Good
447,Indonesia,Pringsewu,63,Moderate,2,Good,40,Good,0,Good,63,Moderate
448,Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good
449,Spain,Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good
450,Mexico,Purepero,48,Good,1,Good,5,Good,4,Good,48,Good
451,Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate
452,Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy
453,India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy
454,USA,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate
455,Bangladesh,Rajshahi,191,Unhealthy,2,Good,133,Unhealthy(SG),2,Good,191,Unhealthy
456,India,Rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy
457,Thailand,Phrai Bung,53,Moderate,0,Good,27,Good,0,Good,53,Moderate
458,India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy
459,Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,Good
460,Finland,Pietarsaari,34,Good,1,Good,34,Good,1,Good,17,Good
461,Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good
462,USA,Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate
463,Benin,Pobe,73,Moderate,1,Good,20,Good,1,Good,73,Moderate
464,Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good
465,Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good
466,Haiti,Port De Paix,103,Unhealthy(SG),1,Good,25,Good,1,Good,103,Unhealthy(SG)
467,Portugal,Porto Salvo,46,Good,0,Good,30,Good,2,Good,46,Good
468,USA,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good
469,USA,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate
470,India,Rania,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous
471,Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good
472,Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good
473,Russia,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate
474,Brazil,Ribeira Do Pombal,24,Good,0,Good,7,Good,1,Good,24,Good
475,Brazil,Ribeirao Bonito,52,Moderate,1,Good,4,Good,3,Good,52,Moderate
476,USA,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate
477,USA,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
478,Brazil,Rio Bonito,95,Moderate,3,Good,23,Good,8,Good,95,Moderate
479,Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good
480,France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good
481,Lebanon,Riyaq,78,Moderate,1,Good,46,Good,1,Good,78,Moderate
482,Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good
483,France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good
484,Brazil,Rolandia,39,Good,1,Good,14,Good,2,Good,39,Good
485,France,Romans Sur Isere,37,Good,1,Good,30,Good,1,Good,37,Good
486,Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good
487,India,Dalmau,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy
488,USA,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate
489,India,Damnagar,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy
490,Thailand,Dan Khun Thot,56,Moderate,1,Good,31,Good,0,Good,56,Moderate
491,China,Dancheng,145,Unhealthy(SG),2,Good,145,Unhealthy(SG),3,Good,82,Moderate
492,India,Dankaur,292,Very Unhealthy,3,Good,136,Unhealthy(SG),3,Good,292,Very Unhealthy
493,Tanzania,Dareda,20,Good,0,Good,14,Good,0,Good,20,Good
494,India,Dattapur,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy
495,Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good
496,Uruguay,Delta Del Tigre,38,Good,1,Good,19,Good,2,Good,38,Good
497,India,Delvada,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy
498,Russia,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good
499,Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good
500,India,Dewa,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy
501,Turkey,Dinar,44,Good,1,Good,33,Good,0,Good,44,Good
502,Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good
503,Benin,Dogbo,101,Unhealthy(SG),3,Good,18,Good,2,Good,101,Unhealthy(SG)
504,Russia,Donskoye,37,Good,1,Good,37,Good,0,Good,30,Good
505,USA,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate
506,Tanzania,Dunda,23,Good,0,Good,17,Good,0,Good,23,Good
507,USA,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate
508,USA,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good
509,Mexico,Ebano,91,Moderate,2,Good,22,Good,3,Good,91,Moderate
510,USA,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good
511,Mexico,El Pueblito,66,Moderate,1,Good,10,Good,5,Good,66,Moderate
512,Bolivia,El Torno,6,Good,0,Good,5,Good,0,Good,6,Good
513,USA,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good
514,Pakistan,Eminabad,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy
515,Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good
516,Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate
517,UK,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good
518,UK,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good
519,Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good
520,India,Gobindapur,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy
521,India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy
522,Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good
523,India,Gohad,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy
524,India,Gohana,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous
525,Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good
526,Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good
527,USA,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate
528,Poland,Goleniow,32,Good,1,Good,24,Good,3,Good,32,Good
529,Iran,Gonbad E Qabus,84,Moderate,1,Good,45,Good,0,Good,84,Moderate
530,Russia,Gorodishche,33,Good,1,Good,33,Good,1,Good,21,Good
531,Japan,Gotsu,44,Good,1,Good,44,Good,0,Good,15,Good
532,Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate
533,USA,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate
534,USA,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good
536,Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good
537,Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good
538,Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate
539,China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate
540,France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good
541,USA,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate
542,France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good
543,USA,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good
544,USA,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate
545,Brazil,Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy
546,Germany,Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good
547,USA,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good
548,Japan,Fuchu,71,Moderate,1,Good,71,Moderate,3,Good,49,Good
549,Germany,Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good
550,Israel,Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate
551,India,Gauribidanur,48,Good,0,Good,24,Good,0,Good,48,Good
552,Spain,Gava,57,Moderate,1,Good,19,Good,10,Good,57,Moderate
553,Italy,Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
554,Netherlands,Gennep,30,Good,0,Good,25,Good,3,Good,30,Good
555,Germany,Genthin,31,Good,0,Good,30,Good,1,Good,31,Good
556,Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
557,Germany,Gera,30,Good,0,Good,28,Good,2,Good,30,Good
558,India,Gevrai,120,Unhealthy(SG),1,Good,30,Good,0,Good,120,Unhealthy(SG)
559,USA,Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good
560,USA,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
561,Thailand,Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate
562,Philippines,Lamacan,70,Moderate,1,Good,21,Good,0,Good,70,Moderate
563,Iran,Lar,105,Unhealthy(SG),1,Good,49,Good,0,Good,105,Unhealthy(SG)
564,Brazil,Laranjeiras Do Sul,12,Good,1,Good,12,Good,0,Good,11,Good
565,China,Lasa,25,Good,0,Good,25,Good,0,Good,12,Good
566,India,Lasalgaon,129,Unhealthy(SG),0,Good,30,Good,0,Good,129,Unhealthy(SG)
567,Germany,Lauda Konigshofen,32,Good,1,Good,27,Good,3,Good,32,Good
568,France,Le Port,42,Good,1,Good,28,Good,0,Good,42,Good
569,Brazil,Lencois Paulista,34,Good,1,Good,13,Good,1,Good,34,Good
570,Colombia,Lerida,60,Moderate,2,Good,8,Good,4,Good,60,Moderate
571,Netherlands,Leusden,33,Good,0,Good,33,Good,1,Good,26,Good
572,UK,Lewes,37,Good,1,Good,12,Good,13,Good,37,Good
573,Philippines,Lianga,50,Good,1,Good,20,Good,0,Good,50,Good
574,France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good
575,Germany,Limbach Oberfrohna,31,Good,0,Good,28,Good,1,Good,31,Good
576,Malaysia,Limbang,95,Moderate,9,Good,95,Moderate,0,Good,46,Good
577,China,Lishan,192,Unhealthy,4,Good,192,Unhealthy,6,Good,124,Unhealthy(SG)
578,Czechia,Litovel,49,Good,1,Good,24,Good,2,Good,49,Good
579,Belgium,Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good
580,Belgium,Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good
581,Netherlands,Loon Op Zand,32,Good,0,Good,27,Good,3,Good,32,Good
582,Congo,Loubomo,100,Unhealthy(SG),1,Good,16,Good,0,Good,100,Unhealthy(SG)
583,Senegal,Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy
584,Poland,Lubin,35,Good,1,Good,20,Good,3,Good,35,Good
585,Poland,Lublin,32,Good,1,Good,32,Good,1,Good,28,Good
586,Indonesia,Lubuk Pakam,98,Moderate,2,Good,47,Good,0,Good,98,Moderate
587,Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
588,India,Lunavada,164,Unhealthy,1,Good,35,Good,0,Good,164,Unhealthy
589,Ukraine,Lvov,61,Moderate,1,Good,29,Good,1,Good,61,Moderate
590,Brazil,Macapa,16,Good,1,Good,12,Good,0,Good,16,Good
591,Pakistan,Madeji,167,Unhealthy,1,Good,49,Good,1,Good,167,Unhealthy
592,Lesotho,Mafeteng,117,Unhealthy(SG),4,Good,14,Good,7,Good,117,Unhealthy(SG)
593,USA,Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate
594,Tanzania,Magomeni,50,Good,0,Good,23,Good,0,Good,50,Good
595,India,Mahbubabad,119,Unhealthy(SG),1,Good,35,Good,0,Good,119,Unhealthy(SG)
596,India,Mahoba,180,Unhealthy,1,Good,45,Good,0,Good,180,Unhealthy
597,India,Maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy
598,India,Mainpuri,434,Hazardous,1,Good,53,Moderate,1,Good,362,Hazardous
599,USA,Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate
600,Ukraine,Makiyivka,50,Good,1,Good,24,Good,11,Good,50,Good
601,France,Malakoff,40,Good,1,Good,26,Good,3,Good,40,Good
602,Philippines,Malandag,55,Moderate,1,Good,19,Good,0,Good,55,Moderate
603,Benin,Malanville,34,Good,1,Good,18,Good,1,Good,34,Good
604,Iran,Malard,172,Unhealthy,3,Good,172,Unhealthy,5,Good,145,Unhealthy(SG)
605,Italy,Malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate
606,Mongolia,Mandalgovi,38,Good,0,Good,38,Good,0,Good,34,Good
607,India,Mangawan,184,Unhealthy,1,Good,39,Good,1,Good,184,Unhealthy
608,Democratic Republic of the Congo,Manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate
609,Venezuela,Maracaibo,118,Unhealthy(SG),1,Good,17,Good,4,Good,118,Unhealthy(SG)
610,Italy,Marano Di Napoli,52,Moderate,1,Good,52,Moderate,1,Good,36,Good
611,India,Gunnaur,500,Hazardous,1,Good,73,Moderate,1,Good,500,Hazardous
612,Germany,Hagen,30,Good,0,Good,30,Good,1,Good,25,Good
613,China,Haian,207,Very Unhealthy,4,Good,207,Very Unhealthy,3,Good,150,Unhealthy
614,France,Halluin,35,Good,0,Good,28,Good,2,Good,35,Good
615,Germany,Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good
616,USA,Hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate
617,Japan,Hanamaki,38,Good,1,Good,38,Good,0,Good,20,Good
618,India,Hangal,70,Moderate,0,Good,22,Good,0,Good,70,Moderate
619,Bulgaria,Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good
620,Pakistan,Harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous
621,Germany,Hattingen,28,Good,0,Good,27,Good,2,Good,28,Good
622,USA,Hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate
623,USA,Hayward,70,Moderate,2,Good,20,Good,20,Good,70,Moderate
624,Finland,Heinola,33,Good,0,Good,33,Good,0,Good,5,Good
625,Japan,Hekinan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good
626,Germany,Hemsbach,30,Good,0,Good,30,Good,1,Good,24,Good
627,China,Hengyang,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy
628,Japan,Hirata,45,Good,1,Good,45,Good,0,Good,16,Good
629,Japan,Hobara,44,Good,1,Good,44,Good,0,Good,22,Good
630,USA,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate
631,Somalia,Hobyo,58,Moderate,0,Good,21,Good,0,Good,58,Moderate
632,Japan,Hofu,44,Good,1,Good,44,Good,0,Good,32,Good
633,Solomon Islands,Honiara,18,Good,0,Good,18,Good,0,Good,6,Good
634,India,Honnali,65,Moderate,0,Good,22,Good,0,Good,65,Moderate
635,Paraguay,Horqueta,20,Good,0,Good,20,Good,0,Good,20,Good
636,Armenia,Hrazdan,31,Good,0,Good,31,Good,0,Good,30,Good
637,China,Hsinchu,138,Unhealthy(SG),3,Good,138,Unhealthy(SG),2,Good,112,Unhealthy(SG)
638,Peru,Huaura,39,Good,1,Good,19,Good,1,Good,39,Good
639,Zimbabwe,Hwange,44,Good,0,Good,17,Good,0,Good,44,Good
640,Japan,Ichihara,74,Moderate,1,Good,74,Moderate,1,Good,35,Good
641,India,Idukki,51,Moderate,0,Good,23,Good,0,Good,51,Moderate
642,Nigeria,Ikom,125,Unhealthy(SG),5,Good,16,Good,2,Good,125,Unhealthy(SG)
643,India,Khed,95,Moderate,0,Good,22,Good,0,Good,95,Moderate
644,India,Khetri,500,Hazardous,1,Good,40,Good,0,Good,376,Hazardous
645,Russia,Khimki,40,Good,1,Good,30,Good,8,Good,40,Good
646,India,Khopoli,108,Unhealthy(SG),0,Good,23,Good,0,Good,108,Unhealthy(SG)
647,Namibia,Khorixas,72,Moderate,0,Good,19,Good,0,Good,72,Moderate
648,Ukraine,Khotyn,75,Moderate,1,Good,37,Good,1,Good,75,Moderate
649,Tanzania,Kibara,20,Good,0,Good,14,Good,0,Good,20,Good
650,Turkey,Kilis,64,Moderate,1,Good,41,Good,0,Good,64,Moderate
651,Ukraine,Kiliya,37,Good,1,Good,37,Good,0,Good,30,Good
652,USA,Killeen,40,Good,0,Good,21,Good,1,Good,40,Good
653,Russia,Kinel Cherkassy,35,Good,1,Good,35,Good,0,Good,15,Good
655,Austria,Klosterneuburg,59,Moderate,1,Good,30,Good,3,Good,59,Moderate
656,Croatia,Knin,48,Good,1,Good,48,Good,0,Good,35,Good
657,Papua New Guinea,Kokopo,104,Unhealthy(SG),0,Good,22,Good,0,Good,104,Unhealthy(SG)
658,Russia,Kola,30,Good,1,Good,30,Good,0,Good,10,Good
659,Czechia,Kolin,50,Good,1,Good,23,Good,4,Good,50,Good
660,Poland,Kolo,32,Good,1,Good,32,Good,1,Good,29,Good
661,Russia,Komsomolsk Na Amure,42,Good,1,Good,32,Good,0,Good,42,Good
662,Poland,Konskie,46,Good,1,Good,21,Good,4,Good,46,Good
663,Pakistan,Kot Radha Kishan,230,Very Unhealthy,5,Good,130,Unhealthy(SG),9,Good,230,Very Unhealthy
664,Russia,Kotelnikovo,39,Good,1,Good,39,Good,0,Good,20,Good
665,India,Kottaiyur,72,Moderate,1,Good,28,Good,2,Good,72,Moderate
666,Chad,Koumra,59,Moderate,2,Good,6,Good,0,Good,59,Moderate
667,India,Koyilandi,69,Moderate,0,Good,26,Good,0,Good,69,Moderate
668,Ukraine,Kozyatyn,78,Moderate,1,Good,38,Good,0,Good,78,Moderate
669,Russia,Krasnovishersk,29,Good,1,Good,28,Good,0,Good,29,Good
670,Russia,Krasnyy Yar,34,Good,1,Good,34,Good,1,Good,24,Good
671,Germany,Kronach,36,Good,1,Good,26,Good,2,Good,36,Good
672,Germany,Kronberg,30,Good,0,Good,30,Good,1,Good,27,Good
